date,USD,KZT,BYR,UAH,EUR
2003-01,31.8327,0.204402,0.016456099999999998,5.94581,33.4339
2003-02,31.784,0.206423,0.016200600000000002,5.92941,34.0947
2003-03,31.5076,0.208103,0.0158792,5.88289,34.7025
2003-04,31.2849,0.205669,0.015553800000000001,5.82587,33.7251
2003-05,31.1001,0.205593,0.0153082,5.76814,35.252
2003-06,30.5123,0.204635,0.0148377,5.60682,35.7726
2003-07,30.3808,0.206952,0.0146654,5.6669,34.4154
2003-08,30.3764,0.20692799999999997,0.0145411,5.63894,34.2858
2003-09,30.6565,0.207601,0.014576599999999999,5.69813,34.4732
2003-10,30.235,0.205239,0.0142571,5.60655,35.4233
2003-11,29.804,0.201867,0.013921900000000001,5.530530000000001,34.1792
2003-12,29.4394,0.20275300000000002,0.0136648,5.46845,35.866
2004-01,28.9918,0.203202,0.0133529,5.39071,36.9269
2004-02,28.5312,0.205045,0.013208899999999999,5.28023,36.1576
2004-03,28.5726,0.205686,0.013256,5.30025,34.9014
2004-04,28.5065,0.206618,0.0132268,5.30541,34.4815
2004-05,28.9862,0.211027,0.0134164,5.40414,34.4356
2004-06,29.0287,0.213263,0.0134517,5.4330300000000005,34.8954
2004-07,29.11,0.215147,0.0134414,5.45152,36.1139
2004-08,29.2519,0.21617,0.0135035,5.47501,35.8014
2004-09,29.2166,0.21516300000000002,0.0134603,5.4472000000000005,35.7436
2004-10,29.1272,0.217892,0.0133887,5.4185099999999995,35.9197
2004-11,28.6889,0.219242,0.013154,5.3395600000000005,36.98
2004-12,28.1243,0.216228,0.0128951,5.22135,37.2788
2005-01,27.9549,0.21502500000000002,0.012845800000000001,5.17319,36.7299
2005-02,28.0688,0.215886,0.0129238,5.28951,36.1302
2005-03,27.4629,0.211372,0.0127301,5.2089,36.8772
2005-04,27.7933,0.21239,0.0128777,5.29578,35.9367
2005-05,27.816,0.212738,0.0129126,5.477320000000001,35.8298
2005-06,28.4671,0.212335,0.0132251,5.60994,34.7925
2005-07,28.7154,0.211797,0.013333500000000002,5.6960299999999995,34.4987
2005-08,28.3788,0.20987100000000003,0.0131868,5.6327300000000005,35.1925
2005-09,28.2517,0.211128,0.0131156,5.58334,35.1253
2005-10,28.5562,0.213494,0.0132665,5.59027,34.3331
2005-11,28.879,0.215058,0.0134177,5.60953,33.8
2005-12,28.9258,0.215786,0.0134398,5.70034,34.1006
2006-01,28.4834,0.21292000000000003,0.0132258,5.610609999999999,34.3538
2006-02,28.2411,0.21479399999999998,0.0131268,5.52999,33.8244
2006-03,28.0203,0.216943,0.013025700000000001,5.47731,33.3946
2006-04,27.6797,0.21497699999999997,0.0128687,5.42399,33.5782
2006-05,27.0755,0.22141,0.0125998,5.36744,34.4779
2006-06,27.0079,0.224772,0.0125938,5.381349999999999,34.1407
2006-07,26.9125,0.227471,0.0125528,5.33703,34.2354
2006-08,26.793,0.218701,0.012504,5.31533,34.2039
2006-09,26.7965,0.21273299999999998,0.0125075,5.3009900000000005,33.9887
2006-10,26.9537,0.21099299999999999,0.012584199999999999,5.32682,33.7945
2006-11,26.6195,0.20830100000000001,0.0124274,5.247809999999999,34.238
2006-12,26.2977,0.205437,0.01228,5.20355,34.713
2007-01,26.532,0.211189,0.0123849,5.2496,34.3828
2007-02,26.3473,0.211192,0.012248100000000001,5.20307,34.3015
2007-03,26.2086,0.211664,0.0121986,5.17568,34.4564
2007-04,25.9181,0.21176899999999999,0.0120697,5.11892,34.8028
2007-05,25.8594,0.214592,0.0120234,5.12636,34.8585
2007-06,25.9811,0.213537,0.01208,5.14987,34.7471
2007-07,25.5363,0.210759,0.0118843,5.06231,35.1099
2007-08,25.507,0.204051,0.0118554,5.06876,34.8808
2007-09,25.5154,0.208732,0.0118614,5.070729999999999,35.1857
2007-10,24.9199,0.205989,0.011575799999999999,4.93639,35.3414
2007-11,24.4458,0.20247199999999999,0.0113457,4.82632,35.9304
2007-12,24.4174,0.20227900000000001,0.0113188,4.81188,35.9595
2008-01,24.3671,0.20212700000000003,0.0112948,4.78781,36.0389
2008-02,24.6715,0.204958,0.011467100000000001,4.83992,35.9316
2008-03,23.8587,0.197776,0.011106099999999999,4.67983,36.6446
2008-04,23.4825,0.19484,0.010939899999999999,4.66413,37.107
2008-05,23.8833,0.19808399999999998,0.0111578,4.80482,36.6035
2008-06,23.6748,0.1961,0.0111006,4.93976,36.6841
2008-07,23.3727,0.194376,0.011021000000000001,5.05903,36.8774
2008-08,24.5697,0.20451699999999998,0.0116334,5.30663,36.7808
2008-09,25.7842,0.215578,0.0122084,5.39983,35.9922
2008-10,26.208,0.218646,0.0124003,4.86234,35.5171
2008-11,27.3399,0.227795,0.0129358,4.73418,34.8064
2008-12,27.931,0.23180199999999998,0.012730600000000002,3.6534999999999997,36.6678
2009-01,30.5331,0.252298,0.0115393,3.9627600000000003,41.1311
2009-02,35.8323,0.241352,0.0128156,4.4650799999999995,46.3312
2009-03,35.1164,0.233409,0.012189,4.47343,44.4258
2009-04,33.6309,0.222802,0.0119216,4.17257,44.1607
2009-05,32.5534,0.21621500000000002,0.011589,4.17351,43.6574
2009-06,30.9124,0.20552800000000002,0.010958,4.05941,43.3546
2009-07,32.0353,0.212788,0.011193300000000002,4.19585,44.6732
2009-08,31.7477,0.210668,0.0111866,3.92189,44.9389
2009-09,30.7246,0.203623,0.0110045,3.66533,44.8886
2009-10,29.609,0.196431,0.010798299999999999,3.56735,43.6052
2009-11,28.7007,0.190557,0.0105868,3.5065,43.0424
2009-12,30.2107,0.20273599999999997,0.010574299999999998,3.77634,44.4913
2010-01,29.4283,0.198612,0.010278800000000001,3.66708,42.6681
2010-02,30.1245,0.203695,0.0103913,3.73521,41.5085
2010-03,29.5195,0.200615,0.0100032,3.6998800000000003,40.2469
2010-04,29.3232,0.19977699999999998,0.0098367,3.6996200000000004,39.2286
2010-05,30.3609,0.206959,0.0101677,3.8103499999999997,38.5948
2010-06,31.4471,0.21385300000000002,0.0104164,3.94816,38.0982
2010-07,30.7953,0.208803,0.010231,3.89518,39.1285
2010-08,30.205,0.204946,0.0101564,3.82851,39.4417
2010-09,30.8937,0.209634,0.010182499999999999,3.90146,39.1917
2010-10,29.8317,0.20204999999999998,0.0099638,3.7554900000000004,41.66
2010-11,30.5107,0.20683800000000002,0.0100662,3.83517,42.059
2010-12,30.8604,0.20941500000000002,0.0102458,3.8742600000000005,40.9394
2011-01,30.6252,0.20798100000000003,0.010154199999999999,3.84497,39.6076
2011-02,29.32,0.20025300000000001,0.0097376,3.6868899999999996,39.7667
2011-03,28.6317,0.196383,0.0094682,3.6082799999999997,39.5375
2011-04,27.9758,0.19234600000000002,0.00916939,3.5123399999999996,40.439
2011-05,27.6288,0.189615,0.00902312,3.46009,39.7827
2011-06,27.7907,0.19096900000000003,0.00559507,3.4794899999999997,40.2298
2011-07,28.0839,0.19285699999999997,0.00565182,3.5175199999999998,39.8033
2011-08,29.417,0.19994599999999998,0.00587048,3.6838,41.9075
2011-09,29.6904,0.20180399999999998,0.0056736899999999995,3.71594,41.2786
2011-10,31.427,0.21218,0.00545797,3.9266599999999996,42.8601
2011-11,30.5282,0.206077,0.0034495100000000002,3.8065100000000003,41.5886
2011-12,31.5691,0.213586,0.0036879800000000004,3.9421999999999997,42.0153
2012-01,31.6886,0.21351299999999998,0.0037412799999999996,3.9571199999999997,40.4061
2012-02,29.8923,0.20149799999999998,0.00361892,3.7236,39.6282
2012-03,29.5406,0.19957799999999998,0.00361574,3.6813000000000002,38.7691
2012-04,29.8033,0.201687,0.0036434399999999995,3.7156599999999997,39.0781
2012-05,30.2306,0.204378,0.00373679,3.76424,39.0458
2012-06,32.5862,0.219096,0.00394984,4.02522,40.7914
2012-07,32.8282,0.218986,0.00391278,4.06214,40.2638
2012-08,31.8974,0.213083,0.00382463,3.93844,39.1923
2012-09,31.7768,0.212242,0.00377845,3.91774,40.6203
2012-10,31.1667,0.207067,0.0036367199999999995,3.8326900000000004,40.0679
2012-11,31.4962,0.208854,0.0036880800000000003,3.84804,40.2238
2012-12,30.7506,0.204534,0.00358399,3.7823599999999997,39.8313
2013-01,30.2537,0.200362,0.0034794400000000003,3.72468,40.1104
2013-02,30.159,0.200259,0.00347855,3.7187399999999995,40.3618
2013-03,30.7576,0.20400300000000002,0.0035723100000000004,3.7822899999999997,40.0187
2013-04,30.8814,0.20460699999999998,0.0035887700000000002,3.7961199999999997,40.3651
2013-05,31.0829,0.20584,0.00357686,3.85524,40.7404
2013-06,32.3951,0.213829,0.00372786,3.9768099999999995,42.9753
2013-07,32.5867,0.214055,0.00365937,3.9959200000000004,42.6234
2013-08,32.8606,0.21512699999999998,0.0036921999999999996,4.04912,43.9806
2013-09,32.9629,0.21456,0.00363228,4.03389,43.6824
2013-10,32.2133,0.209089,0.0035109900000000003,3.93565,43.6039
2013-11,32.6622,0.21334599999999998,0.0035139499999999996,3.9822200000000003,43.6563
2013-12,32.7315,0.211806,0.0034673200000000003,3.96866,45.0418
2014-01,33.2062,0.214836,0.00346982,4.01769,45.2069
2014-02,34.7964,0.223678,0.00358911,4.12524,47.5319
2014-03,36.4015,0.199893,0.0037031,3.9783099999999996,50.4707
2014-04,35.6239,0.19568200000000002,0.00358389,2.7940300000000002,49.4994
2014-05,35.0343,0.192443,0.00349818,2.99438,48.7642
2014-06,34.3227,0.187045,0.00338488,2.93985,46.4764
2014-07,34.0582,0.18557300000000002,0.0033243699999999997,2.91345,46.3328
2014-08,36.0475,0.198052,0.00348117,2.83839,48.2856
2014-09,37.3758,0.20535599999999998,0.0035595999999999996,2.8973500000000003,48.2484
2014-10,40.2125,0.22118500000000002,0.0037616900000000003,3.10521,51.0538
2014-11,45.952,0.253998,0.004268650000000001,3.09358,57.0494
2014-12,54.7932,0.301476,0.00499938,3.4907200000000005,68.2942
2015-01,56.2376,0.308143,0.00387846,3.55525,68.3681
2015-02,66.0585,0.356678,0.00429649,2.57789,74.7386
2015-03,62.6797,0.33815100000000003,0.00416476,2.91533,66.9168
2015-04,51.0678,0.27500199999999997,0.00355873,2.23491,54.2749
2015-05,50.7511,0.273134,0.00354903,2.4744599999999997,56.8971
2015-06,54.5285,0.29311699999999996,0.0035523499999999997,2.59166,61.4754
2015-07,56.6685,0.303771,0.0036643099999999996,2.58171,62.9474
2015-08,63.2098,0.336491,0.0039955599999999996,2.9537299999999997,69.6762
2015-09,68.0093,0.265009,0.00381539,3.14494,76.8165
2015-10,61.2967,0.2231,0.00356376,2.8490200000000003,69.345
2015-11,64.5693,0.21059799999999998,0.0036624699999999997,2.85705,69.3797
2015-12,69.1755,0.21997499999999998,0.0037908499999999997,2.90653,75.7472
2016-01,75.9507,0.21206399999999997,0.00402303,3.2250799999999997,82.809
2016-02,79.1144,0.21945699999999999,0.0035920299999999995,3.0312,89.3439
2016-03,70.3067,0.20437999999999998,0.00340716,2.71454,78.4131
2016-04,67.125,0.199658,0.00336045,2.62207,76.4957
2016-05,66.2428,0.19882000000000002,0.00340317,2.61571,75.4505
2016-06,64.7077,0.193227,0.003266,2.58624,73.1909
2016-07,64.2024,0.190274,0.0,2.5835999999999997,70.8152
2016-08,64.9497,0.18696200000000002,0.0,2.6143,72.4644
2016-09,64.1617,0.190027,0.0,2.40441,72.3359
2016-10,62.1946,0.188269,0.0,2.40645,69.1231
2016-11,65.2167,0.190882,0.0,2.5502700000000003,71.1253
2016-12,63.3028,0.189255,0.0,2.4536000000000002,67.2086
2017-01,60.1614,0.180051,0.0,2.22614,63.5184
2017-02,58.8457,0.18208300000000002,0.0,2.16464,62.6824
2017-03,59.2174,0.18648499999999998,0.0,2.2096,62.7408
2017-04,56.9552,0.18292999999999998,0.0,2.11769,60.3042
2017-05,57.1161,0.180959,0.0,2.16083,62.1595
2017-06,57.002,0.180626,0.0,2.18252,63.7852
2017-07,60.7397,0.185417,0.0,2.33839,69.2007
2017-08,60.1873,0.18052600000000002,0.0,2.34192,70.7502
2017-09,57.1694,0.16963,0.0,2.19756,68.649
2017-10,57.921,0.17268999999999998,0.0,2.18426,68.5032
2017-11,59.2808,0.17831,0.0,2.23448,68.9791
2017-12,59.2348,0.176725,0.0,2.18498,69.8023
2018-01,56.9957,0.17247900000000002,0.0,2.00389,68.0586
2018-02,58.1718,0.177651,0.0,2.14775,71.3943
2018-03,56.8011,0.177515,0.0,2.15974,70.5299
2018-04,64.0626,0.19345800000000002,0.0,2.47179,79.2839
2018-05,61.7354,0.189056,0.0,2.3563099999999997,73.5145
2018-06,62.3431,0.18641300000000002,0.0,2.38497,73.3654
2018-07,62.098,0.180822,0.0,2.36834,72.8472
2018-08,66.9075,0.187277,0.0,2.45532,76.676
2018-09,69.9744,0.18408000000000002,0.0,2.49064,81.3942
2018-10,66.7727,0.17991700000000002,0.0,2.3855899999999997,77.0824
2018-11,66.8497,0.179544,0.0,2.3939,75.8076
2018-12,66.5022,0.17935800000000002,0.0,2.3987,75.6197
2019-01,66.9167,0.177885,0.0,2.37518,77.1282
2019-02,65.6517,0.17491700000000002,0.0,2.419,74.3243
2019-03,66.0763,0.174353,0.0,2.51336,74.2896
2019-04,64.3991,0.170287,0.0,2.39836,72.6551
2019-05,65.2287,0.171465,0.0,2.4894100000000003,73.0888
2019-06,64.5158,0.167955,0.0,2.45074,73.0448
2019-07,62.9944,0.164339,0.0,2.44022,71.0073
2019-08,65.2543,0.168353,0.0,2.60355,73.0196
2019-09,65.4321,0.16926100000000002,0.0,2.61781,72.224
2019-10,64.2237,0.16483499999999998,0.0,2.61947,70.7296
2019-11,63.9121,0.16433,0.0,2.60628,70.4759
2019-12,63.5653,0.16453800000000002,0.0,2.69318,70.4558
2020-01,61.2632,0.162192,0.0,2.5513000000000003,68.045
2020-02,63.949,0.169032,0.0,2.61825,69.7684
2020-03,71.472,0.180448,0.0,2.79528,81.0207
2020-04,73.7515,0.171386,0.0,2.71095,80.7358
2020-05,73.8725,0.17507,0.0,2.75448,80.0039
2020-06,69.1219,0.17269500000000002,0.0,2.5990200000000003,78.5225
2020-07,71.2298,0.17227900000000002,0.0,2.64374,80.2689
2020-08,73.1522,0.174784,0.0,2.65128,85.9246
2020-09,74.8896,0.175287,0.0,2.68181,88.6768
2020-10,77.0284,0.180209,0.0,2.73005,90.7163
2020-11,76.2075,0.178351,0.0,2.70623,90.0468
2020-12,73.1195,0.174472,0.0,2.6153500000000003,88.7744
2021-01,74.5157,0.17750699999999997,0.0,2.63772,90.8123
2021-02,73.7579,0.17656400000000003,0.0,2.64661,89.4388
2021-03,73.4996,0.175375,0.0,2.64942,87.7585
2021-04,77.1657,0.178025,0.0,2.76654,91.7809
2021-05,74.1567,0.17352499999999998,0.0,2.68019,90.004
2021-06,71.6797,0.16778400000000002,0.0,2.65218,87.3274
2021-07,74.4675,0.17342400000000002,0.0,2.7255700000000003,88.1397
2021-08,73.9695,0.173597,0.0,2.75925,86.6257
2021-09,72.76,0.170638,0.0,2.7268499999999998,86.1478
2021-10,71.6373,0.16855799999999999,0.0,2.71744,82.9273
2021-11,71.1964,0.165669,0.0,2.72613,81.6552
2021-12,73.6059,0.16853100000000001,0.0,2.72173,83.1158
2022-01,74.8355,0.171858,0.0,2.7226500000000002,84.8784
2022-02,74.9867,0.174631,0.0,2.67511,85.3574
2022-03,116.7517,0.228376,0.0,3.8691299999999997,128.9523
2022-04,79.1596,0.177134,0.0,2.68574,85.9752
2022-05,68.8389,0.158443,0.0,2.32172,72.6314
2022-06,57.778,0.132973,0.0,1.95675,60.9656
2022-07,61.3045,0.129084,0.0,2.07566,61.8056
